term	valence	score	VADER-score	standard deviation	human raters
confronted	negative	-0,2	-0,8	0.74833	[-1, -2, -1, -1, -1, -1, -1, -1, 1, 0]
confronter	negative	-0,075	-0,3	1.1	[0, -2, 1, -2, 0, -1, -1, 0, 1, 1]
confronters	negative	-0,325	-1,3	1.26886	[-3, -2, -2, -2, -1, -2, 1, 1, -1, -2]
confronting	negative	-0,15	-0,6	1.11355	[-2, -1, -1, 0, -2, 2, -1, 0, 0, -1]
confronts	negative	-0,225	-0,9	0.53852	[-1, -1, -1, -1, 0, -1, 0, -1, -2, -1]
confuse	negative	-0,225	-0,9	0.3	[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1]
confused	negative	-0,325	-1,3	0.45826	[-1, -2, -1, -1, -1, -1, -1, -1, -2, -2]
confusedly	negative	-0,15	-0,6	1.42829	[-3, -1, -1, 1, -1, -1, -2, 2, 1, -1]
confusedness	negative	-0,375	-1,5	0.67082	[-3, -1, -1, -2, -1, -2, -2, -1, -1, -1]
confuses	negative	-0,325	-1,3	0.45826	[-1, -2, -1, -1, -1, -1, -1, -1, -2, -2]
confusing	negative	-0,225	-0,9	0.7	[-1, -1, -1, -2, -1, -1, 1, -1, -1, -1]
confusingly	negative	-0,35	-1,4	0.66332	[-1, -1, -1, -1, -3, -1, -2, -1, -1, -2]
confusion	negative	-0,3	-1,2	0.6	[-1, -1, -1, -1, -1, -2, 0, -1, -2, -2]
confusional	negative	-0,3	-1,2	0.6	[-2, -2, 0, -1, -2, -1, -1, -1, -1, -1]
confusions	negative	-0,225	-0,9	1.04403	[-1, -2, -1, -1, -1, 2, -2, -1, -1, -1]
congrats	positive	0,6	2,4	0.91652	[1, 3, 3, 3, 2, 2, 4, 1, 2, 3]
congratulate	positive	0,55	2,2	1.249	[3, 3, 2, 3, -1, 2, 1, 3, 3, 3]
congratulation	positive	0,725	2,9	0.9434	[3, 3, 3, 2, 4, 2, 4, 3, 4, 1]
congratulations	positive	0,725	2,9	0.53852	[2, 3, 3, 3, 3, 3, 3, 3, 4, 2]
consent	positive	0,225	0,9	0.7	[0, 0, 1, 1, 1, 2, 1, 2, 0, 1]
consents	positive	0,25	1	0.63246	[0, 2, 1, 0, 1, 1, 1, 2, 1, 1]
considerate	positive	0,475	1,9	1.22066	[2, -1, 3, 2, 2, 2, 4, 1, 2, 2]
consolable	positive	0,275	1,1	0.53852	[1, 1, 2, 1, 0, 1, 1, 1, 2, 1]
conspiracy	negative	-0,6	-2,4	0.66332	[-2, -2, -3, -3, -2, -2, -4, -2, -2, -2]
constrained	negative	-0,1	-0,4	1.0198	[-1, 0, -1, -1, -1, -1, 2, -1, 1, -1]
contagion	negative	-0,5	-2	1.18322	[-1, 0, -2, -1, -2, -4, -2, -4, -2, -2]
contagions	negative	-0,375	-1,5	0.92195	[-2, -2, -2, -2, 1, -2, -1, -1, -2, -2]
contagious	negative	-0,35	-1,4	0.91652	[-2, -2, -2, 0, -1, -1, -2, 0, -1, -3]
contempt	negative	-0,7	-2,8	0.6	[-3, -3, -4, -2, -3, -2, -3, -3, -2, -3]
contemptibilities	negative	-0,5	-2	1.09545	[-2, 1, -2, -2, -3, -3, -3, -2, -2, -2]
contemptibility	negative	-0,225	-0,9	1.51327	[-2, -1, -3, -1, 0, -3, -1, 1, 2, -1]
contemptible	negative	-0,4	-1,6	1.68523	[-2, -2, -3, -3, -2, -3, -1, -3, 1, 2]
contemptibleness	negative	-0,475	-1,9	0.7	[-2, -2, -1, -2, -2, -1, -1, -2, -3, -3]
contemptibly	negative	-0,35	-1,4	1.49666	[-3, 0, -2, -3, -2, -2, -1, -3, 1, 1]
contempts	negative	-0,25	-1	1.48324	[-2, -2, -1, 0, 1, -1, -2, -3, 2, -2]
contemptuous	negative	-0,55	-2,2	1.83303	[-2, -3, -4, -2, -3, -3, 3, -2, -3, -3]
contemptuously	negative	-0,6	-2,4	0.8	[-1, -3, -2, -3, -3, -2, -1, -3, -3, -3]
contemptuousness	negative	-0,275	-1,1	1.57797	[-3, -1, -2, 3, -2, 0, -1, -1, -2, -2]
contend	positive	0,05	0,2	1.07703	[0, 0, 1, 1, -2, 1, -1, 0, 2, 0]
contender	positive	0,125	0,5	1.0247	[1, 3, -1, 0, 0, 1, 0, 1, 0, 0]
contented	positive	0,35	1,4	1.56205	[1, 1, 3, 2, 2, 2, -3, 2, 2, 2]
contentedly	positive	0,475	1,9	0.9434	[3, 1, 2, 3, 2, 3, 0, 2, 1, 2]
contentedness	positive	0,35	1,4	0.4899	[1, 2, 1, 1, 2, 2, 2, 1, 1, 1]
contentious	negative	-0,3	-1,2	1.4	[-2, -2, -2, -2, -2, -2, -1, 2, 1, -2]
contentment	positive	0,375	1,5	1.74642	[2, 1, 3, 2, 2, 1, 2, 4, 1, -3]
contestable	positive	0,15	0,6	1.0198	[2, -1, 1, 0, 1, -1, 1, 1, 2, 0]
contradict	negative	-0,325	-1,3	0.78102	[-2, -1, -1, 0, -2, 0, -1, -2, -2, -2]
contradictable	negative	-0,25	-1	0.63246	[-1, -1, -2, 0, -1, -1, 0, -1, -1, -2]
contradicted	negative	-0,325	-1,3	0.45826	[-1, -1, -1, -1, -2, -1, -2, -1, -1, -2]
contradicting	negative	-0,325	-1,3	0.9	[-2, -2, -2, -1, -2, -1, 1, -1, -1, -2]
contradiction	negative	-0,25	-1	0.89443	[-1, 0, 0, -1, 0, -3, -2, -1, -1, -1]
contradictions	negative	-0,325	-1,3	0.78102	[0, -2, -1, -2, -1, -2, -1, 0, -2, -2]
contradictious	negative	-0,475	-1,9	1.04403	[-2, -3, 0, -3, -3, -1, -2, -1, -1, -3]
contradictor	negative	-0,25	-1	0.63246	[-1, -1, -1, -2, -1, -2, 0, 0, -1, -1]
contradictories	negative	-0,125	-0,5	1.11803	[-1, 0, -1, -2, 2, 1, -1, -1, -1, -1]
contradictorily	negative	-0,225	-0,9	1.3	[0, -1, -1, -1, -3, -1, 1, 1, -3, -1]
contradictoriness	negative	-0,35	-1,4	0.4899	[-2, -1, -1, -1, -2, -1, -1, -2, -2, -1]
contradictors	negative	-0,4	-1,6	0.66332	[-1, -2, -1, -2, -1, -1, -3, -1, -2, -2]
contradictory	negative	-0,35	-1,4	0.4899	[-1, -2, -1, -2, -1, -1, -1, -1, -2, -2]
contradicts	negative	-0,35	-1,4	0.66332	[-1, -2, -1, -2, -2, -2, 0, -1, -1, -2]
controversial	negative	-0,2	-0,8	0.87178	[0, 0, -1, 1, -2, -1, -1, -1, -1, -2]
controversially	negative	-0,275	-1,1	1.04403	[0, -1, -1, -2, -1, -2, -1, 1, -3, -1]
convince	positive	0,25	1	0.89443	[-1, 2, 2, 1, 1, 0, 1, 1, 2, 1]
convinced	positive	0,425	1,7	0.64031	[2, 1, 1, 2, 1, 2, 2, 2, 1, 3]
convincer	positive	0,15	0,6	0.66332	[2, 0, 1, 0, 1, 1, 0, 0, 0, 1]
convincers	positive	0,075	0,3	0.64031	[0, 0, 0, 0, 0, 1, 0, 0, 0, 2]
convinces	positive	0,175	0,7	0.78102	[1, 0, 2, 0, 1, 0, 0, 0, 1, 2]
convincing	positive	0,425	1,7	0.9	[2, 2, 0, 3, 3, 1, 1, 2, 2, 1]
convincingly	positive	0,4	1,6	0.66332	[3, 2, 1, 1, 1, 2, 2, 1, 2, 1]
convincingness	positive	0,175	0,7	1.34536	[0, 0, 0, 1, -2, 2, 0, 3, 1, 2]
convivial	positive	0,3	1,2	1.16619	[1, 2, -2, 2, 1, 2, 2, 1, 2, 1]
cool	positive	0,325	1,3	0.64031	[1, 1, 2, 1, 1, 1, 2, 2, 2, 0]
cornered	negative	-0,275	-1,1	0.83066	[-1, -1, -3, -1, 0, -1, 0, -1, -2, -1]
corpse	negative	-0,675	-2,7	1.18743	[-3, -4, 0, -4, -3, -3, -3, -1, -3, -3]
costly	negative	-0,1	-0,4	1.0198	[-1, 0, -1, -1, 2, -1, -1, 1, -1, -1]
courage	positive	0,55	2,2	0.74833	[2, 3, 1, 2, 3, 2, 3, 3, 1, 2]
courageous	positive	0,6	2,4	0.4899	[2, 3, 3, 3, 3, 2, 2, 2, 2, 2]
courageously	positive	0,575	2,3	0.78102	[3, 3, 3, 1, 3, 3, 2, 2, 2, 1]
courageousness	positive	0,525	2,1	0.7	[3, 3, 1, 2, 1, 2, 2, 2, 3, 2]
courteous	positive	0,575	2,3	0.45826	[2, 2, 2, 3, 3, 2, 3, 2, 2, 2]
courtesy	positive	0,375	1,5	0.67082	[1, 1, 2, 3, 1, 2, 1, 1, 2, 1]
cover-up	negative	-0,3	-1,2	1.16619	[-1, -1, -4, -1, 0, 0, -2, 0, -1, -2]
coward	negative	-0,5	-2	0.63246	[-3, -3, -1, -2, -2, -1, -2, -2, -2, -2]
cowardly	negative	-0,4	-1,6	0.8	[-1, -1, -1, -3, -1, -2, -3, -2, -1, -1]
coziness	positive	0,375	1,5	1.11803	[2, 3, 1, 3, 1, 2, 2, -1, 1, 1]
cramp	negative	-0,2	-0,8	1.66132	[0, -1, -1, -3, -3, 1, -2, 1, -2, 2]
crap	negative	-0,4	-1,6	0.66332	[-1, -1, -2, -2, -1, -2, -3, -1, -1, -2]
crappy	negative	-0,65	-2,6	0.8	[-1, -3, -3, -2, -3, -4, -2, -2, -3, -3]
crash	negative	-0,425	-1,7	1.18743	[-2, -3, -2, -1, -2, 0, 0, -1, -4, -2]
craze	negative	-0,15	-0,6	1.49666	[0, -3, -1, -1, -2, 0, 0, -1, 3, -1]
crazed	negative	-0,125	-0,5	2.24722	[-2, -1, 3, -3, -3, 1, 1, -1, 3, -3]
crazes	positive	0,05	0,2	1.6	[-2, -1, 3, -1, -1, 1, 2, 0, 2, -1]
crazier	negative	-0,025	-0,1	1.7	[2, -2, -2, 0, -1, 1, 3, 1, -1, -2]
craziest	negative	-0,05	-0,2	2.13542	[2, -2, -3, 3, -2, 0, 2, 2, -2, -2]
crazily	negative	-0,375	-1,5	0.67082	[-2, -1, -1, -2, -1, -3, -2, -1, -1, -1]
craziness	negative	-0,4	-1,6	0.66332	[-2, 0, -2, -1, -2, -1, -2, -2, -2, -2]
crazinesses	negative	-0,25	-1	1.48324	[1, -2, -2, 2, -1, 0, -2, -1, -3, -2]
crazing	negative	-0,125	-0,5	0.80623	[0, 0, 0, 0, -2, -1, -2, 0, 0, 0]
crazy	negative	-0,35	-1,4	1.35647	[-2, -1, -1, -2, -3, -2, -3, -1, 2, -1]
crazyweed	positive	0,2	0,8	0.9798	[2, 0, 0, 0, 0, 2, 2, 0, 2, 0]
create	positive	0,275	1,1	1.13578	[1, 1, 1, 2, 3, 0, 0, 0, 3, 0]
created	positive	0,25	1	0.7746	[2, 0, 0, 1, 1, 2, 0, 1, 1, 2]
creates	positive	0,275	1,1	0.83066	[2, 0, 0, 1, 1, 2, 0, 1, 2, 2]
creatin	positive	0,025	0,1	0.53852	[0, 0, 0, 1, 0, 0, 0, 1, -1, 0]
creatine	positive	0,05	0,2	0.6	[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]
creating	positive	0,3	1,2	1.249	[0, 0, 0, 0, 4, 1, 1, 2, 2, 2]
creatinine	positive	0,1	0,4	1.2	[0, 0, 0, 4, 0, 0, 0, 0, 0, 0]
creation	positive	0,275	1,1	0.83066	[2, 1, 1, 2, 0, 0, 0, 1, 2, 2]
creationism	positive	0,175	0,7	0.9	[2, 0, 0, 0, 0, 0, 2, 0, 2, 1]
creationisms	positive	0,275	1,1	1.37477	[2, 4, 0, 3, 0, 0, 1, 1, 0, 0]
creationist	positive	0,2	0,8	0.9798	[2, 0, 0, 0, 0, 0, 2, 0, 2, 2]
creationists	positive	0,125	0,5	0.67082	[0, 0, 0, 1, 1, 0, 2, 0, 1, 0]
creations	positive	0,4	1,6	0.91652	[3, 2, 1, 1, 1, 3, 1, 2, 2, 0]
creative	positive	0,475	1,9	0.53852	[2, 1, 2, 2, 2, 1, 3, 2, 2, 2]
creatively	positive	0,375	1,5	0.80623	[2, 2, 1, 0, 2, 2, 2, 0, 2, 2]
creativeness	positive	0,45	1,8	1.07703	[3, 2, 1, 0, 2, 2, 2, 0, 3, 3]
creativities	positive	0,425	1,7	1.00499	[2, 2, 1, 0, 3, 2, 2, 0, 2, 3]
creativity	positive	0,4	1,6	0.8	[2, 1, 2, 2, 3, 2, 0, 2, 1, 1]
credit	positive	0,4	1,6	0.91652	[1, 1, 0, 2, 3, 3, 2, 2, 1, 1]
creditabilities	positive	0,35	1,4	1.28062	[0, 3, -1, 2, 2, 2, 1, 2, 0, 3]
creditability	positive	0,475	1,9	1.3	[3, 0, 4, 0, 1, 1, 3, 2, 2, 3]
creditable	positive	0,45	1,8	0.6	[2, 1, 1, 1, 2, 2, 3, 2, 2, 2]
creditableness	positive	0,3	1,2	0.74833	[1, 1, 1, 3, 2, 1, 0, 1, 1, 1]
creditably	positive	0,425	1,7	0.78102	[3, 1, 1, 0, 2, 2, 2, 2, 2, 2]
credited	positive	0,375	1,5	1.11803	[1, 1, 1, 0, 3, 2, 0, 3, 1, 3]
crediting	positive	0,15	0,6	0.4899	[1, 0, 0, 0, 1, 1, 1, 0, 1, 1]
creditor	negative	-0,025	-0,1	1.44568	[-2, -1, 1, -2, -1, 1, 2, -1, 2, 0]
credits	positive	0,375	1,5	1.0247	[2, -1, 2, 0, 2, 2, 2, 2, 2, 2]
creditworthiness	positive	0,475	1,9	1.3	[4, 0, 3, 1, 2, 1, 4, 2, 1, 1]
creditworthy	positive	0,6	2,4	0.66332	[3, 3, 3, 1, 2, 3, 3, 2, 2, 2]
crestfallen	negative	-0,625	-2,5	0.67082	[-2, -3, -3, -2, -3, -2, -4, -2, -2, -2]
cried	negative	-0,4	-1,6	0.8	[-1, -3, -1, -2, -2, -2, 0, -2, -1, -2]
cries	negative	-0,425	-1,7	0.64031	[-1, -3, -1, -2, -2, -2, -1, -2, -1, -2]
crime	negative	-0,625	-2,5	0.80623	[-3, -3, -4, -2, -2, -1, -2, -2, -3, -3]
criminal	negative	-0,6	-2,4	0.91652	[-3, -2, -4, -3, -1, -2, -3, -2, -1, -3]
criminals	negative	-0,675	-2,7	0.9	[-2, -2, -1, -3, -3, -4, -4, -3, -2, -3]
crisis	negative	-0,775	-3,1	0.7	[-3, -2, -4, -3, -3, -2, -4, -4, -3, -3]
critic	negative	-0,275	-1,1	0.53852	[-1, 0, -2, -1, -1, -1, -1, -1, -2, -1]
critical	negative	-0,325	-1,3	0.78102	[-2, 0, -1, -1, -1, -2, -1, -3, -1, -1]
criticise	negative	-0,475	-1,9	0.53852	[-2, -1, -2, -2, -2, -2, -3, -1, -2, -2]
criticised	negative	-0,45	-1,8	0.4	[-2, -2, -1, -2, -2, -2, -1, -2, -2, -2]
criticises	negative	-0,325	-1,3	1.26886	[-2, -1, -1, -1, 2, -1, -3, -2, -2, -2]
criticising	negative	-0,425	-1,7	0.78102	[-1, -1, -1, -3, -1, -2, -2, -2, -1, -3]
criticism	negative	-0,475	-1,9	0.53852	[-2, -1, -2, -2, -2, -2, -3, -1, -2, -2]
criticisms	negative	-0,225	-0,9	1.37477	[-1, -1, 1, -1, -2, -2, -1, -3, 2, -1]
criticizable	negative	-0,25	-1	0.63246	[-1, -2, 0, -1, -2, -1, 0, -1, -1, -1]
criticize	negative	-0,4	-1,6	1.0198	[-2, -1, 0, -2, -1, -3, 0, -3, -2, -2]
criticized	negative	-0,375	-1,5	0.92195	[-1, -2, -3, -1, -1, -1, -3, -1, -2, 0]
criticizer	negative	-0,375	-1,5	0.67082	[-1, -2, -2, -1, -1, -1, -3, -1, -2, -1]
criticizers	negative	-0,4	-1,6	0.4899	[-1, -1, -1, -2, -2, -2, -1, -2, -2, -2]
criticizes	negative	-0,35	-1,4	0.66332	[-1, -1, -2, -1, -1, -1, -3, -1, -2, -1]
criticizing	negative	-0,375	-1,5	0.67082	[-1, -1, -1, -2, -2, -1, -2, -1, -3, -1]
critics	negative	-0,3	-1,2	0.6	[-2, 0, -1, -1, -1, -1, -2, -1, -2, -1]
crude	negative	-0,675	-2,7	0.64031	[-2, -2, -3, -4, -2, -3, -3, -2, -3, -3]
crudely	negative	-0,3	-1,2	0.4	[-1, -2, -2, -1, -1, -1, -1, -1, -1, -1]
crudeness	negative	-0,5	-2	0.7746	[-3, -1, -1, -1, -3, -2, -3, -2, -2, -2]
crudenesses	negative	-0,5	-2	1.0	[-3, -1, -1, -2, -4, -1, -1, -2, -2, -3]
cruder	negative	-0,5	-2	0.89443	[-3, -2, -2, -1, -1, -2, -2, -1, -4, -2]
crudes	negative	-0,275	-1,1	0.83066	[-2, -1, -1, -1, 0, 0, -1, -1, -3, -1]
crudest	negative	-0,6	-2,4	1.0198	[-2, -1, -3, -3, -2, -1, -4, -4, -2, -2]
cruel	negative	-0,7	-2,8	1.16619	[-2, -4, -1, -4, -1, -4, -2, -3, -3, -4]
crueler	negative	-0,575	-2,3	0.45826	[-2, -3, -2, -2, -2, -3, -2, -2, -3, -2]
cruelest	negative	-0,65	-2,6	0.8	[-4, -3, -2, -4, -2, -2, -2, -2, -2, -3]
crueller	negative	-0,6	-2,4	0.4899	[-2, -3, -3, -3, -2, -2, -3, -2, -2, -2]
cruellest	negative	-0,725	-2,9	1.04403	[-2, -3, -4, -4, -4, -3, -1, -2, -2, -4]
cruelly	negative	-0,7	-2,8	0.4	[-3, -3, -3, -3, -3, -3, -2, -2, -3, -3]
cruelness	negative	-0,725	-2,9	0.3	[-3, -3, -3, -3, -3, -3, -3, -3, -2, -3]
cruelties	negative	-0,575	-2,3	1.00499	[-4, -3, -2, -1, -2, -2, -1, -4, -2, -2]
cruelty	negative	-0,725	-2,9	0.83066	[-3, -3, -3, -3, -4, -3, -1, -3, -4, -2]
crush	negative	-0,15	-0,6	1.11355	[0, 0, 0, -1, 1, 0, -2, -3, -1, 0]
crushed	negative	-0,45	-1,8	0.6	[-2, -2, -2, -1, -2, -1, -1, -3, -2, -2]
crushes	negative	-0,475	-1,9	0.53852	[-2, -2, -2, -2, -2, -1, -1, -3, -2, -2]
crushing	negative	-0,375	-1,5	1.85742	[-2, -3, -1, -3, 2, -2, -2, -3, 2, -3]
cry	negative	-0,525	-2,1	0.53852	[-2, -2, -2, -1, -2, -2, -3, -3, -2, -2]
crying	negative	-0,525	-2,1	0.7	[-3, -1, -2, -2, -3, -2, -3, -2, -1, -2]
cunt	negative	-0,55	-2,2	2.08806	[-4, -1, -4, -2, 2, -4, -4, -3, 1, -3]
cunts	negative	-0,725	-2,9	1.44568	[-3, -4, -3, -4, -4, -4, -3, 1, -3, -2]
curious	positive	0,325	1,3	0.78102	[0, 1, 0, 2, 2, 2, 1, 1, 2, 2]
curse	negative	-0,625	-2,5	0.67082	[-3, -3, -4, -2, -2, -3, -2, -2, -2, -2]
cut	negative	-0,275	-1,1	0.53852	[-2, -1, -1, -1, 0, -1, -1, -1, -2, -1]
cute	positive	0,5	2	0.63246	[1, 3, 1, 2, 2, 2, 2, 3, 2, 2]
cutely	positive	0,325	1,3	1.00499	[3, 1, 1, 2, 2, 1, 1, 2, -1, 1]
cuteness	positive	0,575	2,3	0.45826	[2, 2, 2, 3, 2, 3, 3, 2, 2, 2]
cutenesses	positive	0,475	1,9	0.53852	[1, 2, 2, 1, 3, 2, 2, 2, 2, 2]
cuter	positive	0,575	2,3	0.9	[1, 2, 3, 4, 1, 2, 2, 3, 3, 2]
cutes	positive	0,45	1,8	0.87178	[1, 2, 3, 0, 1, 2, 2, 2, 3, 2]
cutesie	positive	0,25	1	1.18322	[2, 2, 1, 1, 0, 2, 2, -1, 2, -1]
cutesier	positive	0,375	1,5	1.20416	[3, -1, 2, 1, 1, 2, 2, 3, 0, 2]
cutesiest	positive	0,55	2,2	1.4	[3, 3, 4, 2, 2, 4, 2, -1, 2, 1]
cutest	positive	0,7	2,8	0.87178	[2, 3, 3, 4, 4, 3, 1, 3, 2, 3]
cutesy	positive	0,525	2,1	0.83066	[2, 1, 2, 2, 4, 3, 1, 2, 2, 2]
cutey	positive	0,525	2,1	1.04403	[1, 2, 3, 4, 1, 1, 3, 2, 3, 1]
cuteys	positive	0,375	1,5	1.0247	[3, 2, 2, 0, 1, 2, 1, 1, 3, 0]
cutie	positive	0,375	1,5	0.80623	[3, 1, 1, 2, 1, 1, 1, 3, 1, 1]
cutiepie	positive	0,5	2	1.09545	[3, 1, 2, 4, 0, 2, 1, 3, 2, 2]
cuties	positive	0,55	2,2	0.6	[3, 2, 2, 2, 3, 1, 2, 2, 3, 2]
cuts	negative	-0,3	-1,2	0.6	[-1, -2, -1, 0, -1, -1, -2, -2, -1, -1]
cutting	negative	-0,125	-0,5	0.67082	[0, -1, 0, 0, 0, -1, -1, -2, 0, 0]
cynic	negative	-0,35	-1,4	0.8	[-1, -2, -1, 0, -2, -3, -1, -1, -1, -2]
cynical	negative	-0,4	-1,6	0.66332	[-1, -1, -2, -2, -1, -1, -2, -2, -1, -3]
cynically	negative	-0,325	-1,3	1.00499	[-2, -1, -1, -1, -3, -2, -1, -2, 1, -1]
cynicism	negative	-0,425	-1,7	0.64031	[-2, -3, -1, -1, -2, -1, -2, -1, -2, -2]
cynicisms	negative	-0,425	-1,7	0.78102	[-1, -1, -3, -1, -2, -3, -1, -2, -2, -1]
cynics	negative	-0,075	-0,3	1.1	[-1, 0, -2, 0, 0, -1, 1, -1, 2, -1]
d-:	positive	0,4	1,6	0.66332	[1, 1, 1, 2, 2, 3, 1, 1, 2, 2]
d:	positive	0,3	1,2	0.87178	[1, 1, 1, 2, 1, 1, 2, 2, -1, 2]
d=	positive	0,375	1,5	0.67082	[1, 1, 1, 2, 3, 2, 1, 1, 1, 2]
damage	negative	-0,55	-2,2	0.4	[-2, -3, -2, -2, -3, -2, -2, -2, -2, -2]
damaged	negative	-0,475	-1,9	0.53852	[-2, -2, -2, -1, -2, -1, -2, -2, -3, -2]
damager	negative	-0,475	-1,9	0.53852	[-2, -2, -2, -2, -2, -1, -2, -2, -3, -1]
damagers	negative	-0,5	-2	0.63246	[-2, -3, -1, -2, -2, -1, -3, -2, -2, -2]
damages	negative	-0,475	-1,9	1.04403	[-1, 0, -2, -2, -2, -4, -2, -1, -3, -2]
damaging	negative	-0,575	-2,3	0.9	[-4, -1, -2, -4, -2, -2, -2, -2, -2, -2]
damagingly	negative	-0,5	-2	0.7746	[-2, -2, -2, -2, -1, -3, -3, -1, -3, -1]
damn	negative	-0,425	-1,7	0.64031	[-2, -1, -2, -1, -1, -3, -1, -2, -2, -2]
damnable	negative	-0,425	-1,7	0.45826	[-2, -1, -2, -2, -1, -2, -1, -2, -2, -2]
damnableness	negative	-0,45	-1,8	0.74833	[-2, -2, -2, -2, -1, -2, -2, 0, -3, -2]
damnably	negative	-0,425	-1,7	0.45826	[-2, -1, -2, -2, -1, -2, -1, -2, -2, -2]
damnation	negative	-0,65	-2,6	1.0198	[-3, -2, -3, -4, -4, -3, -1, -2, -1, -3]
damnations	negative	-0,35	-1,4	1.11355	[-2, -1, -2, -3, -2, 0, -1, 1, -2, -2]
damnatory	negative	-0,65	-2,6	1.42829	[-4, -1, -4, -2, -1, -3, -3, 0, -4, -4]
damned	negative	-0,4	-1,6	0.66332	[-1, -1, -3, -1, -2, -2, -1, -2, -1, -2]
damnedest	negative	-0,125	-0,5	1.5	[1, 0, 0, 0, -1, -1, 0, 2, -3, -3]
damnified	negative	-0,7	-2,8	0.9798	[-1, -3, -3, -2, -2, -3, -4, -4, -2, -4]
damnifies	negative	-0,45	-1,8	0.87178	[-2, -2, -1, -2, -3, -2, -2, 0, -1, -3]
damnify	negative	-0,55	-2,2	0.74833	[-2, -2, -4, -2, -3, -2, -1, -2, -2, -2]
damnifying	negative	-0,6	-2,4	0.66332	[-3, -1, -2, -2, -2, -2, -3, -3, -3, -3]
damning	negative	-0,35	-1,4	0.8	[-1, -3, -1, -1, -1, -1, -3, -1, -1, -1]
damningly	negative	-0,5	-2	1.61245	[-3, -2, -1, -4, -3, -3, -3, -2, 2, -1]
damnit	negative	-0,6	-2,4	1.0198	[-3, -3, -2, -2, -3, -2, -4, -2, 0, -3]
damns	negative	-0,55	-2,2	0.74833	[-2, -3, -2, -1, -3, -2, -1, -2, -3, -3]
danger	negative	-0,6	-2,4	0.91652	[-3, -1, -2, -3, -3, -3, -2, -1, -2, -4]
dangered	negative	-0,6	-2,4	0.66332	[-3, -3, -2, -3, -3, -2, -1, -2, -3, -2]
dangering	negative	-0,625	-2,5	0.80623	[-1, -2, -2, -3, -4, -3, -3, -2, -2, -3]
dangerous	negative	-0,525	-2,1	0.3	[-2, -3, -2, -2, -2, -2, -2, -2, -2, -2]
dangerously	negative	-0,5	-2	0.44721	[-2, -2, -2, -1, -2, -3, -2, -2, -2, -2]
dangerousness	negative	-0,5	-2	0.44721	[-2, -3, -2, -1, -2, -2, -2, -2, -2, -2]
dangers	negative	-0,55	-2,2	0.87178	[-1, -1, -2, -4, -2, -3, -3, -2, -2, -2]
daredevil	positive	0,125	0,5	0.92195	[0, 1, -1, 2, 0, 0, 1, 0, 0, 2]
daring	positive	0,375	1,5	1.5	[3, 0, 1, 1, 2, -2, 3, 2, 2, 3]
daringly	positive	0,525	2,1	0.7	[3, 1, 2, 1, 3, 2, 2, 3, 2, 2]
daringness	positive	0,35	1,4	0.8	[0, 2, 1, 3, 1, 2, 2, 1, 1, 1]
darings	positive	0,1	0,4	0.91652	[0, 1, 1, 1, 0, 1, 0, 1, -2, 1]
darkest	negative	-0,55	-2,2	0.6	[-3, -3, -2, -2, -3, -2, -1, -2, -2, -2]
darkness	negative	-0,25	-1	0.44721	[-2, -1, -1, -1, -1, 0, -1, -1, -1, -1]
darling	positive	0,7	2,8	0.6	[3, 3, 2, 2, 3, 3, 4, 2, 3, 3]
darlingly	positive	0,4	1,6	0.66332	[1, 1, 2, 3, 1, 1, 2, 2, 2, 1]
darlingness	positive	0,575	2,3	0.45826	[3, 3, 2, 2, 2, 2, 2, 2, 3, 2]
darlings	positive	0,55	2,2	0.4	[3, 2, 2, 2, 2, 2, 2, 2, 3, 2]
dauntless	positive	0,575	2,3	0.78102	[3, 3, 2, 1, 3, 3, 2, 1, 2, 3]
daze	negative	-0,175	-0,7	0.78102	[-1, 0, -1, -1, 1, -1, -1, 0, -1, -2]
dazed	negative	-0,175	-0,7	0.64031	[0, -1, -1, 0, -1, -1, 0, -1, 0, -2]
dazedly	negative	-0,1	-0,4	1.0198	[-1, -1, -1, -1, -1, 2, -1, 1, 0, -1]
dazedness	negative	-0,125	-0,5	1.11803	[-1, 2, 0, -1, -1, -1, 1, -2, -1, -1]
dazes	negative	-0,075	-0,3	0.78102	[0, -1, 0, 0, 0, -1, 0, 1, 0, -2]
dead	negative	-0,825	-3,3	1.00499	[-4, -4, -1, -4, -4, -3, -4, -2, -3, -4]
deadlock	negative	-0,35	-1,4	0.8	[-2, -2, -1, -3, -1, 0, -2, -1, -1, -1]
deafening	negative	-0,3	-1,2	1.6	[-4, -2, 0, -3, 1, -2, 1, -2, -1, 0]
dear	positive	0,4	1,6	1.35647	[3, 3, 2, 2, 2, 2, 1, -2, 1, 2]
dearer	positive	0,475	1,9	0.7	[2, 2, 1, 2, 1, 1, 2, 3, 2, 3]
dearest	positive	0,65	2,6	0.8	[1, 2, 3, 3, 2, 2, 3, 3, 4, 3]
dearie	positive	0,55	2,2	0.6	[2, 2, 2, 3, 2, 1, 3, 2, 3, 2]
dearies	positive	0,25	1	1.0	[0, 1, 2, -1, 1, 1, 1, 1, 1, 3]
dearly	positive	0,45	1,8	1.07703	[3, 4, 2, 1, 1, 0, 1, 2, 2, 2]
dearness	positive	0,5	2	0.7746	[1, 1, 2, 3, 2, 2, 2, 3, 1, 3]
