term	valence	score	raw-score
degradation	negative	-0.5375	2.85
dementia	negative	-0.5375	2.85
fatality	negative	-0.5375	2.85
hellfire	negative	-0.5375	2.85
irritable	negative	-0.5375	2.85
loser	negative	-0.5375	2.85
missile	negative	-0.5375	2.85
monsoon	negative	-0.5375	2.85
paraplegic	negative	-0.5375	2.85
snotty	negative	-0.5375	2.85
travesty	negative	-0.5375	2.85
treacherous	negative	-0.5375	2.85
turnoff	negative	-0.5375	2.85
wasteful	negative	-0.5375	2.85
addict	negative	-0.535	2.86
bloody	negative	-0.535	2.86
bossy	negative	-0.535	2.86
bulimic	negative	-0.535	2.86
crook	negative	-0.535	2.86
disagreement	negative	-0.535	2.86
fee	negative	-0.535	2.86
grudge	negative	-0.535	2.86
influenza	negative	-0.535	2.86
madness	negative	-0.535	2.86
misunderstanding	negative	-0.535	2.86
outcast	negative	-0.535	2.86
pigsty	negative	-0.535	2.86
punish	negative	-0.535	2.86
starving	negative	-0.535	2.86
uncooperative	negative	-0.535	2.86
uneasy	negative	-0.535	2.86
wickedness	negative	-0.535	2.86
blister	negative	-0.5325	2.87
crushed	negative	-0.5325	2.87
trouble	negative	-0.5325	2.87
garbage	negative	-0.53	2.88
hyperventilate	negative	-0.53	2.88
weep	negative	-0.53	2.88
addicted	negative	-0.5275	2.89
deceit	negative	-0.5275	2.89
defect	negative	-0.5275	2.89
deterioration	negative	-0.5275	2.89
discouraging	negative	-0.5275	2.89
displace	negative	-0.5275	2.89
exhumation	negative	-0.5275	2.89
exploitation	negative	-0.5275	2.89
fatigued	negative	-0.5275	2.89
flunky	negative	-0.5275	2.89
gambling	negative	-0.5275	2.89
gloom	negative	-0.5275	2.89
governmental	negative	-0.5275	2.89
gruesome	negative	-0.5275	2.89
hypochondriac	negative	-0.5275	2.89
immobile	negative	-0.5275	2.89
injection	negative	-0.5275	2.89
loathsome	negative	-0.5275	2.89
mistake	negative	-0.5275	2.89
peeper	negative	-0.5275	2.89
pitiful	negative	-0.5275	2.89
slur	negative	-0.5275	2.89
spiteful	negative	-0.5275	2.89
trauma	negative	-0.5275	2.89
allergy	negative	-0.525	2.9
anus	negative	-0.525	2.9
blabbermouth	negative	-0.525	2.9
callous	negative	-0.525	2.9
cannibal	negative	-0.525	2.9
claustrophobia	negative	-0.525	2.9
crash	negative	-0.525	2.9
culprit	negative	-0.525	2.9
curse	negative	-0.525	2.9
defamation	negative	-0.525	2.9
douche	negative	-0.525	2.9
formaldehyde	negative	-0.525	2.9
gimp	negative	-0.525	2.9
grieving	negative	-0.525	2.9
hazard	negative	-0.525	2.9
heartburn	negative	-0.525	2.9
hypodermic	negative	-0.525	2.9
irate	negative	-0.525	2.9
loss	negative	-0.525	2.9
mangle	negative	-0.525	2.9
manipulative	negative	-0.525	2.9
needy	negative	-0.525	2.9
orphan	negative	-0.525	2.9
paralysis	negative	-0.525	2.9
paranoid	negative	-0.525	2.9
powerless	negative	-0.525	2.9
rectal	negative	-0.525	2.9
robber	negative	-0.525	2.9
rut	negative	-0.525	2.9
sewer	negative	-0.525	2.9
tyrant	negative	-0.525	2.9
urine	negative	-0.525	2.9
venomous	negative	-0.525	2.9
cocksucker	negative	-0.5225	2.91
cramp	negative	-0.5225	2.91
desolation	negative	-0.5225	2.91
devastation	negative	-0.5225	2.91
goner	negative	-0.5225	2.91
heartbreaking	negative	-0.5225	2.91
inflation	negative	-0.5225	2.91
relapse	negative	-0.5225	2.91
schizophrenic	negative	-0.5225	2.91
beggar	negative	-0.52	2.92
fever	negative	-0.52	2.92
fear	negative	-0.5175	2.93
venom	negative	-0.5175	2.93
blame	negative	-0.515	2.94
communism	negative	-0.515	2.94
desecration	negative	-0.515	2.94
fraught	negative	-0.515	2.94
greasy	negative	-0.515	2.94
operation	negative	-0.515	2.94
ailing	negative	-0.5125	2.95
annoyance	negative	-0.5125	2.95
appalling	negative	-0.5125	2.95
appendectomy	negative	-0.5125	2.95
atrocity	negative	-0.5125	2.95
awkward	negative	-0.5125	2.95
battered	negative	-0.5125	2.95
blasphemy	negative	-0.5125	2.95
bored	negative	-0.5125	2.95
cellblock	negative	-0.5125	2.95
cesspool	negative	-0.5125	2.95
cheater	negative	-0.5125	2.95
claustrophobic	negative	-0.5125	2.95
clog	negative	-0.5125	2.95
clot	negative	-0.5125	2.95
colic	negative	-0.5125	2.95
collision	negative	-0.5125	2.95
combat	negative	-0.5125	2.95
creep	negative	-0.5125	2.95
crybaby	negative	-0.5125	2.95
deceive	negative	-0.5125	2.95
deficit	negative	-0.5125	2.95
desolate	negative	-0.5125	2.95
disability	negative	-0.5125	2.95
disorderly	negative	-0.5125	2.95
distrust	negative	-0.5125	2.95
embezzlement	negative	-0.5125	2.95
famine	negative	-0.5125	2.95
fist	negative	-0.5125	2.95
frighten	negative	-0.5125	2.95
frightful	negative	-0.5125	2.95
fruitless	negative	-0.5125	2.95
gunplay	negative	-0.5125	2.95
gurney	negative	-0.5125	2.95
harass	negative	-0.5125	2.95
hassle	negative	-0.5125	2.95
headless	negative	-0.5125	2.95
horseshit	negative	-0.5125	2.95
hostility	negative	-0.5125	2.95
hysterectomy	negative	-0.5125	2.95
impotent	negative	-0.5125	2.95
incision	negative	-0.5125	2.95
intolerance	negative	-0.5125	2.95
lesion	negative	-0.5125	2.95
meaningless	negative	-0.5125	2.95
mockery	negative	-0.5125	2.95
mucous	negative	-0.5125	2.95
nasty	negative	-0.5125	2.95
orphanage	negative	-0.5125	2.95
perjury	negative	-0.5125	2.95
pestilence	negative	-0.5125	2.95
punitive	negative	-0.5125	2.95
quitter	negative	-0.5125	2.95
rabid	negative	-0.5125	2.95
refusal	negative	-0.5125	2.95
reject	negative	-0.5125	2.95
revoke	negative	-0.5125	2.95
ridicule	negative	-0.5125	2.95
scurry	negative	-0.5125	2.95
selfishness	negative	-0.5125	2.95
shoplifting	negative	-0.5125	2.95
slap	negative	-0.5125	2.95
sleaze	negative	-0.5125	2.95
sludge	negative	-0.5125	2.95
snatcher	negative	-0.5125	2.95
sorrow	negative	-0.5125	2.95
spineless	negative	-0.5125	2.95
stickup	negative	-0.5125	2.95
stutter	negative	-0.5125	2.95
tardiness	negative	-0.5125	2.95
tattletale	negative	-0.5125	2.95
termination	negative	-0.5125	2.95
turbulence	negative	-0.5125	2.95
unclean	negative	-0.5125	2.95
unfit	negative	-0.5125	2.95
unpopular	negative	-0.5125	2.95
unresponsive	negative	-0.5125	2.95
venereal	negative	-0.5125	2.95
warlord	negative	-0.5125	2.95
weak	negative	-0.5125	2.95
wiretap	negative	-0.5125	2.95
wither	negative	-0.5125	2.95
wounds	negative	-0.5125	2.95
unable	negative	-0.51	2.96
outrage	negative	-0.5075	2.97
damage	negative	-0.505	2.98
aging	negative	-0.5	3
ailment	negative	-0.5	3
allergic	negative	-0.5	3
annoying	negative	-0.5	3
arsenic	negative	-0.5	3
backfire	negative	-0.5	3
brutish	negative	-0.5	3
chloroform	negative	-0.5	3
cigarette	negative	-0.5	3
confine	negative	-0.5	3
confusing	negative	-0.5	3
coroner	negative	-0.5	3
corrupt	negative	-0.5	3
corruption	negative	-0.5	3
costly	negative	-0.5	3
cranky	negative	-0.5	3
debilitating	negative	-0.5	3
demise	negative	-0.5	3
demon	negative	-0.5	3
despairing	negative	-0.5	3
detain	negative	-0.5	3
diabetic	negative	-0.5	3
dire	negative	-0.5	3
dishonest	negative	-0.5	3
disparage	negative	-0.5	3
doom	negative	-0.5	3
dread	negative	-0.5	3
drunken	negative	-0.5	3
dysentery	negative	-0.5	3
endangerment	negative	-0.5	3
eviction	negative	-0.5	3
flea	negative	-0.5	3
foolish	negative	-0.5	3
foul	negative	-0.5	3
gunman	negative	-0.5	3
hairball	negative	-0.5	3
homesick	negative	-0.5	3
imbecile	negative	-0.5	3
inability	negative	-0.5	3
incriminating	negative	-0.5	3
infertility	negative	-0.5	3
inflammatory	negative	-0.5	3
intimidating	negative	-0.5	3
judgmental	negative	-0.5	3
messy	negative	-0.5	3
mindless	negative	-0.5	3
monoxide	negative	-0.5	3
narcissistic	negative	-0.5	3
nuisance	negative	-0.5	3
odor	negative	-0.5	3
ratty	negative	-0.5	3
repossess	negative	-0.5	3
resentful	negative	-0.5	3
resentment	negative	-0.5	3
retaliation	negative	-0.5	3
scapegoat	negative	-0.5	3
scary	negative	-0.5	3
servitude	negative	-0.5	3
shameful	negative	-0.5	3
snore	negative	-0.5	3
spanking	negative	-0.5	3
spit	negative	-0.5	3
stain	negative	-0.5	3
strangle	negative	-0.5	3
struggle	negative	-0.5	3
swindle	negative	-0.5	3
tax	negative	-0.5	3
underprivileged	negative	-0.5	3
undesirable	negative	-0.5	3
uneducated	negative	-0.5	3
unreachable	negative	-0.5	3
villain	negative	-0.5	3
witless	negative	-0.5	3
wrongful	negative	-0.5	3
scalding	negative	-0.495	3.02
scream	negative	-0.495	3.02
idiot	negative	-0.4925	3.03
handicapped	negative	-0.49	3.04
abnormality	negative	-0.4875	3.05
anemia	negative	-0.4875	3.05
balding	negative	-0.4875	3.05
burden	negative	-0.4875	3.05
bureaucrat	negative	-0.4875	3.05
cheat	negative	-0.4875	3.05
cocaine	negative	-0.4875	3.05
complication	negative	-0.4875	3.05
conflict	negative	-0.4875	3.05
contagious	negative	-0.4875	3.05
cowardice	negative	-0.4875	3.05
dandruff	negative	-0.4875	3.05
decrepit	negative	-0.4875	3.05
delayed	negative	-0.4875	3.05
demonic	negative	-0.4875	3.05
depravity	negative	-0.4875	3.05
desecrate	negative	-0.4875	3.05
detest	negative	-0.4875	3.05
discourage	negative	-0.4875	3.05
earthquake	negative	-0.4875	3.05
embezzler	negative	-0.4875	3.05
envy	negative	-0.4875	3.05
gallows	negative	-0.4875	3.05
ghastly	negative	-0.4875	3.05
hitter	negative	-0.4875	3.05
inconvenience	negative	-0.4875	3.05
intrusive	negative	-0.4875	3.05
junky	negative	-0.4875	3.05
lazy	negative	-0.4875	3.05
meltdown	negative	-0.4875	3.05
merciless	negative	-0.4875	3.05
methadone	negative	-0.4875	3.05
mobster	negative	-0.4875	3.05
monotonous	negative	-0.4875	3.05
nicotine	negative	-0.4875	3.05
oppressive	negative	-0.4875	3.05
overpriced	negative	-0.4875	3.05
pimp	negative	-0.4875	3.05
segregation	negative	-0.4875	3.05
seizure	negative	-0.4875	3.05
separation	negative	-0.4875	3.05
snooty	negative	-0.4875	3.05
stab	negative	-0.4875	3.05
stagnant	negative	-0.4875	3.05
syringe	negative	-0.4875	3.05
terminate	negative	-0.4875	3.05
tick	negative	-0.4875	3.05
treason	negative	-0.4875	3.05
undermine	negative	-0.4875	3.05
unresolved	negative	-0.4875	3.05
unsavory	negative	-0.4875	3.05
wasteland	negative	-0.4875	3.05
weepy	negative	-0.4875	3.05
widowed	negative	-0.4875	3.05
wimp	negative	-0.4875	3.05
wino	negative	-0.4875	3.05
beater	negative	-0.485	3.06
dick	negative	-0.485	3.06
federal	negative	-0.485	3.06
strike	negative	-0.485	3.06
brutal	negative	-0.4825	3.07
lump	negative	-0.4825	3.07
scorn	negative	-0.4825	3.07
aggressive	negative	-0.48	3.08
despise	negative	-0.48	3.08
egotistical	negative	-0.48	3.08
impeachment	negative	-0.48	3.08
sin	negative	-0.48	3.08
termite	negative	-0.48	3.08
dysfunctional	negative	-0.4775	3.09
feverish	negative	-0.4775	3.09
guilty	negative	-0.4775	3.09
hurtful	negative	-0.4775	3.09
incorrect	negative	-0.4775	3.09
inferiority	negative	-0.4775	3.09
meanness	negative	-0.4775	3.09
reckless	negative	-0.4775	3.09
abort	negative	-0.475	3.1
affair	negative	-0.475	3.1
bimbo	negative	-0.475	3.1
biopsy	negative	-0.475	3.1
blemish	negative	-0.475	3.1
collide	negative	-0.475	3.1
complain	negative	-0.475	3.1
dismay	negative	-0.475	3.1
extinction	negative	-0.475	3.1
fascist	negative	-0.475	3.1
hang	negative	-0.475	3.1
hooligan	negative	-0.475	3.1
idiocy	negative	-0.475	3.1
impolite	negative	-0.475	3.1
impotence	negative	-0.475	3.1
imprisonment	negative	-0.475	3.1
inhumane	negative	-0.475	3.1
intrude	negative	-0.475	3.1
invasive	negative	-0.475	3.1
jeopardize	negative	-0.475	3.1
larceny	negative	-0.475	3.1
lawless	negative	-0.475	3.1
laxative	negative	-0.475	3.1
malignant	negative	-0.475	3.1
nappy	negative	-0.475	3.1
nervousness	negative	-0.475	3.1
nosy	negative	-0.475	3.1
obituary	negative	-0.475	3.1
obscene	negative	-0.475	3.1
oppressed	negative	-0.475	3.1
poacher	negative	-0.475	3.1
proctologist	negative	-0.475	3.1
pushy	negative	-0.475	3.1
regretful	negative	-0.475	3.1
scab	negative	-0.475	3.1
shove	negative	-0.475	3.1
spam	negative	-0.475	3.1
stretcher	negative	-0.475	3.1
tampon	negative	-0.475	3.1
thorny	negative	-0.475	3.1
unanswered	negative	-0.475	3.1
unbalanced	negative	-0.475	3.1
belligerent	negative	-0.4725	3.11
bill	negative	-0.4725	3.11
bitchy	negative	-0.4725	3.11
brainwash	negative	-0.4725	3.11
cage	negative	-0.4725	3.11
confused	negative	-0.4725	3.11
contamination	negative	-0.4725	3.11
demented	negative	-0.4725	3.11
destructive	negative	-0.4725	3.11
devil	negative	-0.4725	3.11
disgruntled	negative	-0.4725	3.11
dissection	negative	-0.4725	3.11
hematoma	negative	-0.4725	3.11
homo	negative	-0.4725	3.11
ineffective	negative	-0.4725	3.11
innards	negative	-0.4725	3.11
itch	negative	-0.4725	3.11
madhouse	negative	-0.4725	3.11
mafia	negative	-0.4725	3.11
narcissist	negative	-0.4725	3.11
pathetic	negative	-0.4725	3.11
patronizing	negative	-0.4725	3.11
persecute	negative	-0.4725	3.11
respirator	negative	-0.4725	3.11
ripper	negative	-0.4725	3.11
sleepless	negative	-0.4725	3.11
sprain	negative	-0.4725	3.11
squish	negative	-0.4725	3.11
swine	negative	-0.4725	3.11
teething	negative	-0.4725	3.11
telethon	negative	-0.4725	3.11
troubled	negative	-0.4725	3.11
unprepared	negative	-0.4725	3.11
withholding	negative	-0.4725	3.11
mosquito	negative	-0.47	3.12
radioactivity	negative	-0.47	3.12
disdainful	negative	-0.4675	3.13
menace	negative	-0.4675	3.13
anguish	negative	-0.465	3.14
atrocious	negative	-0.465	3.14
barbarian	negative	-0.465	3.14
blight	negative	-0.465	3.14
bombardment	negative	-0.465	3.14
breech	negative	-0.465	3.14
captivity	negative	-0.465	3.14
cutoff	negative	-0.465	3.14
cutthroat	negative	-0.465	3.14
damnation	negative	-0.465	3.14
deport	negative	-0.465	3.14
discredit	negative	-0.465	3.14
dizzy	negative	-0.465	3.14
gouge	negative	-0.465	3.14
grievous	negative	-0.465	3.14
hideous	negative	-0.465	3.14
intolerable	negative	-0.465	3.14
landfill	negative	-0.465	3.14
laryngitis	negative	-0.465	3.14
lousy	negative	-0.465	3.14
maim	negative	-0.465	3.14
menacing	negative	-0.465	3.14
misleading	negative	-0.465	3.14
muck	negative	-0.465	3.14
overrun	negative	-0.465	3.14
overweight	negative	-0.465	3.14
rumor	negative	-0.465	3.14
senile	negative	-0.465	3.14
shanty	negative	-0.465	3.14
tear	negative	-0.465	3.14
tombstone	negative	-0.465	3.14
warfare	negative	-0.465	3.14
witch	negative	-0.465	3.14
achy	negative	-0.4625	3.15
annihilate	negative	-0.4625	3.15
antagonize	negative	-0.4625	3.15
argue	negative	-0.4625	3.15
bigamy	negative	-0.4625	3.15
bitterness	negative	-0.4625	3.15
condemnation	negative	-0.4625	3.15
crocodile	negative	-0.4625	3.15
exorcism	negative	-0.4625	3.15
fib	negative	-0.4625	3.15
foe	negative	-0.4625	3.15
friendless	negative	-0.4625	3.15
gloomy	negative	-0.4625	3.15
misplace	negative	-0.4625	3.15
neurosis	negative	-0.4625	3.15
prosecute	negative	-0.4625	3.15
rash	negative	-0.4625	3.15
riot	negative	-0.4625	3.15
slime	negative	-0.4625	3.15
splinter	negative	-0.4625	3.15
tantrum	negative	-0.4625	3.15
unfair	negative	-0.4625	3.15
atrophy	negative	-0.46	3.16
counterfeit	negative	-0.46	3.16
crabby	negative	-0.46	3.16
decomposition	negative	-0.46	3.16
expire	negative	-0.46	3.16
ghetto	negative	-0.46	3.16
goblin	negative	-0.46	3.16
hurricane	negative	-0.46	3.16
locust	negative	-0.46	3.16
nosebleed	negative	-0.46	3.16
overprotective	negative	-0.46	3.16
pigheaded	negative	-0.46	3.16
predatory	negative	-0.46	3.16
prejudicial	negative	-0.46	3.16
shaky	negative	-0.46	3.16
sickly	negative	-0.46	3.16
slug	negative	-0.46	3.16
stinky	negative	-0.46	3.16
strikeout	negative	-0.46	3.16
unending	negative	-0.46	3.16
unjust	negative	-0.46	3.16
uptight	negative	-0.46	3.16
ambush	negative	-0.4575	3.17
crooked	negative	-0.4575	3.17
dirty	negative	-0.4575	3.17
distasteful	negative	-0.4575	3.17
explosion	negative	-0.4575	3.17
hypocritical	negative	-0.4575	3.17
immature	negative	-0.4575	3.17
meanie	negative	-0.4575	3.17
prude	negative	-0.4575	3.17
purgatory	negative	-0.4575	3.17
spasm	negative	-0.4575	3.17
subdue	negative	-0.4575	3.17
taker	negative	-0.4575	3.17
aggression	negative	-0.455	3.18
blasphemous	negative	-0.455	3.18
deformity	negative	-0.455	3.18
discouraged	negative	-0.455	3.18
discourse	negative	-0.455	3.18
discriminate	negative	-0.455	3.18
dysfunction	negative	-0.455	3.18
inhuman	negative	-0.455	3.18
pity	negative	-0.455	3.18
surgery	negative	-0.455	3.18
tremble	negative	-0.455	3.18
chicken pox	negative	-0.4525	3.19
cystic	negative	-0.4525	3.19
deadline	negative	-0.4525	3.19
deaf	negative	-0.4525	3.19
decline	negative	-0.4525	3.19
desperate	negative	-0.4525	3.19
disobey	negative	-0.4525	3.19
exterminate	negative	-0.4525	3.19
exterminator	negative	-0.4525	3.19
extort	negative	-0.4525	3.19
irritate	negative	-0.4525	3.19
lockup	negative	-0.4525	3.19
manure	negative	-0.4525	3.19
old	negative	-0.4525	3.19
peril	negative	-0.4525	3.19
postmortem	negative	-0.4525	3.19
rehab	negative	-0.4525	3.19
tyranny	negative	-0.4525	3.19
vendetta	negative	-0.4525	3.19
worrying	negative	-0.4525	3.19
wrath	negative	-0.4525	3.19
argumentative	negative	-0.45	3.2
autism	negative	-0.45	3.2
bereavement	negative	-0.45	3.2
blackface	negative	-0.45	3.2
catatonic	negative	-0.45	3.2
crowded	negative	-0.45	3.2
disruptive	negative	-0.45	3.2
ditch	negative	-0.45	3.2
downfall	negative	-0.45	3.2
funk	negative	-0.45	3.2
gross	negative	-0.45	3.2
grubby	negative	-0.45	3.2
hunger	negative	-0.45	3.2
incinerator	negative	-0.45	3.2
incompatible	negative	-0.45	3.2
lame	negative	-0.45	3.2
mislead	negative	-0.45	3.2
psycho	negative	-0.45	3.2
sacrificial	negative	-0.45	3.2
sourpuss	negative	-0.45	3.2
unscrupulous	negative	-0.45	3.2
whiny	negative	-0.45	3.2
accursed	negative	-0.4475	3.21
antisocial	negative	-0.4475	3.21
bowel	negative	-0.4475	3.21
complaint	negative	-0.4475	3.21
con	negative	-0.4475	3.21
controversy	negative	-0.4475	3.21
erratic	negative	-0.4475	3.21
exhaustion	negative	-0.4475	3.21
ferocious	negative	-0.4475	3.21
gassy	negative	-0.4475	3.21
incessant	negative	-0.4475	3.21
indebted	negative	-0.4475	3.21
manipulate	negative	-0.4475	3.21
miscalculation	negative	-0.4475	3.21
noisy	negative	-0.4475	3.21
opposition	negative	-0.4475	3.21
outraged	negative	-0.4475	3.21
persecution	negative	-0.4475	3.21
rat	negative	-0.4475	3.21
rupture	negative	-0.4475	3.21
severe	negative	-0.4475	3.21
slimy	negative	-0.4475	3.21
communist	negative	-0.445	3.22
contempt	negative	-0.445	3.22
cry	negative	-0.445	3.22
pointless	negative	-0.445	3.22
setback	negative	-0.445	3.22
sulk	negative	-0.445	3.22
billing	negative	-0.4425	3.23
diabolical	negative	-0.4425	3.23
heartache	negative	-0.4425	3.23
obsess	negative	-0.4425	3.23
rectum	negative	-0.4425	3.23
snub	negative	-0.4425	3.23
vulture	negative	-0.4425	3.23
warrant	negative	-0.4425	3.23
apocalypse	negative	-0.44	3.24
assailant	negative	-0.44	3.24
asylum	negative	-0.44	3.24
bad	negative	-0.44	3.24
bruise	negative	-0.44	3.24
bureaucracy	negative	-0.44	3.24
cringe	negative	-0.44	3.24
crude	negative	-0.44	3.24
dialysis	negative	-0.44	3.24
dunce	negative	-0.44	3.24
evasive	negative	-0.44	3.24
gangland	negative	-0.44	3.24
idiotic	negative	-0.44	3.24
ignorant	negative	-0.44	3.24
inferno	negative	-0.44	3.24
insufficient	negative	-0.44	3.24
loudmouth	negative	-0.44	3.24
predator	negative	-0.44	3.24
scowl	negative	-0.44	3.24
trap	negative	-0.44	3.24
vindictive	negative	-0.44	3.24
weakness	negative	-0.44	3.24
wound	negative	-0.44	3.24
wrong	negative	-0.44	3.24
booger	negative	-0.4375	3.25
bowels	negative	-0.4375	3.25
congestion	negative	-0.4375	3.25
dislike	negative	-0.4375	3.25
dissatisfied	negative	-0.4375	3.25
distress	negative	-0.4375	3.25
graveyard	negative	-0.4375	3.25
hypocrite	negative	-0.4375	3.25
inbred	negative	-0.4375	3.25
misuse	negative	-0.4375	3.25
moronic	negative	-0.4375	3.25
narcissism	negative	-0.4375	3.25
offender	negative	-0.4375	3.25
parole	negative	-0.4375	3.25
politician	negative	-0.4375	3.25
racketeering	negative	-0.4375	3.25
raging	negative	-0.4375	3.25
scoundrel	negative	-0.4375	3.25
sinner	negative	-0.4375	3.25
tasteless	negative	-0.4375	3.25
troublemaker	negative	-0.4375	3.25
undignified	negative	-0.4375	3.25
unwell	negative	-0.4375	3.25
unwilling	negative	-0.4375	3.25
wannabe	negative	-0.4375	3.25
weary	negative	-0.4375	3.25
acid	negative	-0.435	3.26
allegation	negative	-0.435	3.26
auditor	negative	-0.435	3.26
bipolar	negative	-0.435	3.26
detonate	negative	-0.435	3.26
disoriented	negative	-0.435	3.26
emptiness	negative	-0.435	3.26
fibrosis	negative	-0.435	3.26
fright	negative	-0.435	3.26
impair	negative	-0.435	3.26
interrupt	negative	-0.435	3.26
king snake	negative	-0.435	3.26
perverted	negative	-0.435	3.26
pester	negative	-0.435	3.26
plead	negative	-0.435	3.26
pompous	negative	-0.435	3.26
possessive	negative	-0.435	3.26
scuff	negative	-0.435	3.26
whaling	negative	-0.435	3.26
ache	negative	-0.4325	3.27
assassinate	negative	-0.4325	3.27
burdened	negative	-0.4325	3.27
captive	negative	-0.4325	3.27
deserter	negative	-0.4325	3.27
electrocute	negative	-0.4325	3.27
FALSE	negative	-0.4325	3.27
